CMS Chronic Conditions Warehouse (CCW) Data Dictionary
HEDIS Person-Level Data — Utilization (File 1)
Version — June 2025
RIF SAS name	RIF label	Type	Length	2015–16  RIF sequence1	2017 1	2018 1	2020 1	2021 1
HPC_TOT_ACSC_OL_DSCHRG_IND	HPC: Observed Total Ambulatory Care Sensitive Condtn (ACSC) Outlier Discharg Ind	NUM	3	—	—	251	239	237
HPC_CHRNC_ACSC_DSCHRG_CNT	HPC: Observed Chronic Ambulatory Care Senstv Condtn (ACSC) Discharges	NUM	3	191	210	252	240	238
HPC_ACUTE_ACSC_DSCHRG_CNT	HPC: Observed Acute Ambulatory Care Senstv Condtn (ACSC) Discharges	NUM	3	192	211	253	241	239
HPC_TOT_ACSC_DSCHRG_CNT	HPC: Observed Total Ambulatory Care Senstv Condtn (ACSC) Discharges	NUM	3	193	212	254	242	240
HPC_PPD_CHRNC_ACSC_CMRBDTY_WT	HPC: PPD Chronic Ambulatory Care Senstv Condtn (ACSC) Comorbidity Weight	NUM	8	194	213	255	243	241
HPC_PPD_ACUTE_ACSC_CMRBDTY_WT	HPC: PPD Acute Ambulatory Care Senstv Condtn (ACSC) Comorbidity Weight	NUM	8	195	214	256	244	242
HPC_PPD_TOT_ACSC_CMRBDTY_WT	HPC: PPD Total Ambulatory Care Senstv Condtn (ACSC) Comorbidity Weight	NUM	8	196	215	257	245	243
HPC_PPD_CHRNC_ACSC_AGE_SEX_WT3	HPC: PPD Chronic Ambulatory Care Senstv Condtn (ACSC) Age-Sex Weight	NUM	8	197	216	258	246	244
HPC_PPD_ACUTE_ACSC_AGE_SEX_WT3	HPC: PPD Acute Ambulatory Care Senstv Condtn (ACSC) Age-Sex Weight	NUM	8	198	217	259	247	245
HPC_PPD_TOT_ACSC_AGE_SEX_WT3	HPC: PPD Total Ambulatory Care Senstv Condtn (ACSC) Age-Sex Weight	NUM	8	199	218	260	248	246
HPC_PPD_CHRNC_ACSC_BASE_RISK_WT	HPC: PPD Chronic Ambulatory Care Senstv Condtn (ACSC) Base Risk Weight	NUM	8	200	—	—	—	—
HPC_PPD_ACUTE_ACSC_BASE_RISK_WT	HPC: PPD Acute Ambulatory Care Senstv Condtn (ACSC) Base Risk Weight	NUM	8	201	—	—	—	—
HPC_PPD_TOT_ACSC_BASE_RISK_WT	HPC: PPD Total Ambulatory Care Senstv Condtn (ACSC) Base Risk Weight	NUM	8	202	—	—	—	—
HPC_PUCD_CHRNC_ACSC_CMRBDTY_WT	HPC: PUCD Chronic Ambulatory Care Senstv Condtn (ACSC) Comorbidity Weight	NUM	8	203	219	261	249	247
HPC_PUCD_ACUTE_ACSC_CMRBDTY_WT	HPC: PUCD Acute Ambulatory Care Senstv Condtn (ACSC) Comorbidity Weight	NUM	8	204	220	262	250	248
HPC_PUCD_TOT_ACSC_CMRBDTY_WT	HPC: PUCD Total Ambulatory Care Senstv Condtn (ACSC) Comorbidity Weight	NUM	8	205	221	263	251	249
HPC_PUCD_CHRNC_ACSC_AGE_SEX_WT3	HPC: PUCD Chronic Ambulatory Care Senstv Condtn (ACSC) Age-SexWeight	NUM	8	206	222	264	252	250
HPC_PUCD_ACUTE_ACSC_AGE_SEX_WT3	HPC: PUCD Acute Ambulatory Care Senstv Condtn (ACSC) Age-Sex Weight	NUM	8	207	223	265	253	251
HPC_PUCD_TOT_ACSC_AGE_SEX_WT3	HPC: PUCD Total Ambulatory Care Senstv Condtn (ACSC) Age-Sex Weight	NUM	8	208	224	266	254	252
HPC_PUCD_CHRNC_ACSC_BASE_RISK_WT	HPC: PUCD Chronic Ambulatory Care Senstv Condtn (ACSC) Base Risk Weight	NUM	8	209	—	—	—	—
HPC_PUCD_ACUTE_ACSC_BASE_RISK_WT	HPC: PUCD Acute Ambulatory Care Senstv Condtn (ACSC) Base Risk Weight	NUM	8	210	—	—	—	—
HPC_PUCD_TOT_ACSC_BASE_RISK_WT	HPC: PUCD Total Ambulatory Care Senstv Condtn (ACSC) Base Risk Weight	NUM	8	211	—	—	—	—
FUM_DNMTR_MENTL_ILL_ED_VISIT_CNT	Follow-Up After Emer Dpt (ED) Visit for Mental Illness (FUM) Dnmtr: Visit Count	NUM	3	—	225	—	—	—
FUM_NMRTR_30DAY_FLWP_CNT	Follow-Up After ED Visit for Mental Illness (FUM) Nmrtr: 30-Day Flwp Visit Count	NUM	3	—	226	—	—	—
FUM_NMRTR_7DAY_FLWP_CNT	Follow-Up After ED Visit for Mental Illness (FUM) Nmrtr: 7-Day Flwp Visit Count	NUM	3	—	227	—	—	—
FUM_DNMTR_AGE_6_17_VISIT_CNT	Follow-Up After ED Visit for Mental Illness (FUM) Dnmtr: Visit Count 6-17 Years	NUM	3	—	—	267	255	253
FUM_NMRTR_1_AGE_6_17_30DAY_CNT	Follow-Up Aftr ED Visit for Mntl Illness (FUM) Nmrtr 1: 30-Day Flwp Cnt 6-17 Yrs	NUM	3	—	—	268	256	254
FUM_NMRTR_2_AGE_6_17_7DAY_CNT	Follow-Up Aftr ED Visit for Mntl Illness (FUM) Nmrtr 2: 7-Day Flwp Cnt 6-17 Yrs	NUM	3	—	—	269	257	255
FUM_DNMTR_AGE_18_64_VISIT_CNT	Follow-Up After ED Visit for Mental Illness (FUM) Dnmtr: Visit Count 18-64 Years	NUM	3	—	—	270	258	256
FUM_NMRTR_1_AGE_18_64_30DAY_CNT	Follow-Up Aftr ED Visit for Mntl Illness (FUM) Nmrtr 1: 30-Day Flwp Cnt 18-64 Yrs	NUM	3	—	—	271	259	257
FUM_NMRTR_2_AGE_18_64_7DAY_CNT	Follow-Up Aftr ED Visit for Mntl Illness (FUM) Nmrtr 2: 7-Day Flwp Cnt 18-64 Yrs	NUM	3	—	—	272	260	258
FUM_DNMTR_AGE_GE65_VISIT_CNT	Follow-Up After ED Visit for Mental Illness (FUM) Dnmtr: Visit Count 65+ Years	NUM	3	—	—	273	261	259
FUM_NMRTR_1_AGE_GE65_30DAY_CNT	Follow-Up Aftr ED Visit for Mntl Illness (FUM) Nmrtr 1: 30-Day Flwp Cnt 65+ Yrs	NUM	3	—	—	274	262	260
FUM_NMRTR_2_AGE_GE65_7DAY_CNT	Follow-Up Aftr ED Visit for Mntl Illness (FUM) Nmrtr 2: 7-Day Flwp Cnt 65+ Yrs	NUM	3	—	—	275	263	261
FUA_DNMTR_AGE_13_17_ED_VISIT_CNT	Follow-Up Aftr ED Visit for Alc  Othr Drug Dpnd(FUA) Dnmtr: Visit Cnt 13–17 Yrs	NUM	3	—	228	276	264	262
FUA_NMRTR_30DAY_AGE_13_17_CNT	Follow-Up Aftr ED Vst for Alc-Drug Dpnd Nmrtr: 30-Dy Flwp-Up Visit Cnt 13–17 Yrs	NUM	3	—	229	277	265	263
FUA_NMRTR_7DAY_AGE_13_17_CNT	Follow-Up Aftr ED Vst for Alc-Drug Dpnd Nmrtr: 7-Day Flwp-Up Visit Cnt 13–17 Yrs	NUM	3	—	230	278	266	264
FUA_DNMTR_AGE_GE18_ED_VISIT_CNT	Follow-Up After ED Visit for Alc  Othr Drug Dpnd (FUA) Dnmtr: Visit Cnt 18+ Yrs	NUM	3	—	231	279	267	265
FUA_NMRTR_30DAY_AGE_GE18_CNT	Follow-Up After ED Vst for Alc-Drug Dpnd (FUA)Nmrtr: 30-Day Flwp Visit Cnt 18+ Yrs	NUM	3	—	232	280	268	266
FUA_NMRTR_7DAY_AGE_GE18_CNT	Follow-Up After ED Vst for Alc-Drug Dpnd(FUA) Nmrtr: 7-Day Flwp Visit Cnt 18+ Yrs	NUM	3	—	233	281	269	267
UOD_DNMTR_IND	Use of Opioids at High Dosage (UOD) Denominator Indicator	NUM	3	—	234	282	—	—
UOD_NMRTR_IND	Use of Opioids at High Dosage (UOD) Numerator Indicator	NUM	3	—	235	283	—	—
HDO_DNMTR_IND	Use of Opioids at High Dosage (HDO) Denominator Indicator	NUM	3	—	—	—	270	268
HDO_NMRTR_IND	Use of Opioids at High Dosage (HDO) Numerator Indicator	NUM	3	—	—	—	271	269
UOP_DNMTR_IND	Use of Opioids from Multiple Providers (UOP) Denominator Indicator	NUM	3	—	236	284	272	270
UOP_NMRTR_MLTPL_PRSCRBR_IND	Use of Opioids from Multiple Prvdrs (UOP) Numrtr: Multiple Prescribers Indicator	NUM	3	—	237	285	273	271
UOP_NMRTR_MLTPL_PHRMCY_IND	Use of Opioids from Multiple Prvdrs (UOP) Numrtr: Multiple Pharmacies Indicator	NUM	3	—	238	286	274	272
UOP_NMRTR_PRSCRBR_PHRMCY_IND	Use of Opioids from Mltpl Prvdrs (UOP) Numrtr: Multiple Prscrbrs  Pharmcs Ind	NUM	3	—	239	287	275	273
TRC_DNMTR_NIA_AGE_18_64_CNT	Transitns of Care Dnmtr: Notifctn of IP Admission (NIA) Dischrg Cnt 18-64 Yrs	NUM	3	—	240	288	276	274
TRC_NMRTR_NIA_AGE_18_64_CNT	Transitions of Care (TRC) Numrtr: Notifctn of IP Admission (NIA) Count 18-64 Yrs	NUM	3	—	241	289	277	275
TRC_DNMTR_RDI_AGE_18_64_CNT	Transitions of Care (TRC) Dnmtr: Recpt of Dschrg Info (RDI) Dschrg Cnt 18-64 Yrs	NUM	3	—	242	290	278	276
TRC_NMRTR_RDI_AGE_18_64_CNT	Transitions of Care (TRC) Nmrtr: Receipt of Discharge Info (RDI) Count 18-64 Yrs	NUM	3	—	243	291	279	277
TRC_DNMTR_PEID_AGE_18_64_CNT	Transitns of Care(TRC) Dnmtr: Patient Engmnt aftr IP Dschrg (PEID) Cnt 18-64 Yrs	NUM	3	—	244	292	280	278
TRC_NMRTR_PEID_AGE_18_64_CNT	Transitions of Care (TRC) Nmrtr: Pt Engmnt aftr IP Dschrg (PEID) Count 18-64 Yrs	NUM	3	—	245	293	281	279
TRC_DNMTR_MRPD_AGE_18_64_CNT	Transitns of Care(TRC) Medctn Rec Post-Dschrg (MRPD) Dnmtr: Dschrg Cnt 18-64 Yrs	NUM	3	—	246	294	282	280
TRC_NMRTR_MRPD_AGE_18_64_CNT	Transitns of Care (TRC) Nmrtr: Medicatn Recon Post-Dschrg (MRPD) Count 18-64 Yrs	NUM	3	—	247	295	283	281
TRC_DNMTR_NIA_AGE_GE65_CNT	Transitions of Care Dnmtr: Notifctn of IP Admission (NIA) Discharge Cnt 65+ Yrs	NUM	3	—	248	296	284	282
TRC_NMRTR_NIA_AGE_GE65_CNT	Transitions of Care (TRC) Numrtr: Notifctn of IP Admission (NIA) Count 65+ Yrs	NUM	3	—	249	297	285	283
TRC_DNMTR_RDI_AGE_GE65_CNT	Transitions of Care (TRC) Dnmtr: Recpt of Dschrg Info (RDI) Dschrg Cnt 65+ Yrs	NUM	3	—	250	298	286	284
TRC_NMRTR_RDI_AGE_GE65_CNT	Transitions of Care (TRC) Nmrtr: Receipt of Discharge Info (RDI) Count 65+ Yrs	NUM	3	—	251	299	287	285
TRC_DNMTR_PEID_AGE_GE65_CNT	Transitns of Care (TRC) Dnmtr: Patient Engmnt aftr IP Dschrg (PEID) Cnt 65+ Yrs	NUM	3	—	252	300	288	286
TRC_NMRTR_PEID_AGE_GE65_CNT	Transitions of Care (TRC) Nmrtr: Pt Engmnt aftr IP Dschrg (PEID) Count 65+ Yrs	NUM	3	—	253	301	289	287
TRC_DNMTR_MRPD_AGE_GE65_CNT	Transitns of Care (TRC) Medctn Rec Post-Dschrg (MRPD) Dnmtr: Dschrg Cnt 65+ Yrs	NUM	3	—	254	302	290	288
TRC_NMRTR_MRPD_AGE_GE65_CNT	Transitns of Care (TRC) Nmrtr: Medicatn Recon Post-Dschrg (MRPD) Count 65+ Yrs	NUM	3	—	255	303	291	289
FMC_DNMTR_AGE_18_64_ED_VISIT_CNT	Flw-Up Aftr ED Visit for High-Risk Mltpl Chrnc Cond Dnmtr: Visit Cnt 18-64 Yrs	NUM	3	—	256	304	292	290
FMC_NMRTR_AGE_18_64_CNT	Flw-Up Aftr ED Visit for High-Risk Multpl Chronc Cond (FMC) Nmrtr: Cnt 18-64 Yrs	NUM	3	—	257	305	293	291
FMC_DNMTR_AGE_GE65_ED_VISIT_CNT	Flw-Up Aftr ED Visit for High-Risk Mltpl Chrnc Cond Dnmtr: Visit Count 65+ Yrs	NUM	3	—	258	306	294	292
FMC_NMRTR_AGE_GE65_CNT	Flw-Up Aftr ED Visit for High-Risk Multpl Chronc Cond (FMC) Nmrtr: Count 65+ Yrs	NUM	3	—	259	307	295	293
CRE_DNMTR_IND	Cardiac Rehabilitation (CRE) Denominator Indicator	NUM	3	—	—	—	—	294
CRE_NMRTR_1_INITN_IND	Cardiac Rehabilitation (CRE) Numerator 1: Initiation Indicator	NUM	3	—	—	—	—	295
CRE_NMRTR_2_ENGGMT_1_IND	Cardiac Rehabilitation (CRE) Numerator 2: Engagement 1 (90 day) Indicator	NUM	3	—	—	—	—	296
CRE_NMRTR_3_ENGGMT_2_IND	Cardiac Rehabilitation (CRE) Numerator 3: Engagement 2 (180 day) Indicator	NUM	3	—	—	—	—	297
CRE_NMRTR_4_ACHVMT_IND	Cardiac Rehabilitation (CRE) Numerator 4: Achievement Indicator	NUM	3	—	—	—	—	298
OSW_DNMTR_IND	Osteoporosis Screening in Older Women (OSW) Denominator Indicator	NUM	3	—	—	—	—	299
OSW_NMRTR_IND	Osteoporosis Screening in Older Women (OSW) Numerator Indicator	NUM	3	—	—	—	—	300
RFRNC_YR_HEDIS	Reference Year HEDIS	NUM	3	212	260	308	296	301
1 For all columns relating to the year of the data file, shading or '—' indicates variable is not in the file.
2 or * indicates length change for the variable; length in the most recent file is displayed. Prior to 2017 the length was 3.
3In 2025, this field was renamed to sex to comply with Executive Order 14168.

CMS Chronic Conditions Warehouse (CCW) Data Dictionary
HEDIS Person-Level Data — Inpatient (File 2)
Version — June 2025
RIF SAS name	RIF  label	Type	Length	2015–171 RIF sequence	2018 1	2020–21 1
BENE_ID	CCW Beneficiary Identifier	NUM	8	1	1	1
HEDIS_REC_ID	HEDIS Record identifier	NUM	8	2	2	2
HEDIS_CNTRCT_ID	Contract Identifier (HEDIS)	CHAR	5	3	3	3
HEDIS_PLAN_TYPE	Plan Type (HEDIS)	CHAR	30	4	4	4
HEDIS_PLAN_ID	Plan Identifier (HEDIS)	CHAR	3	5	5	5
HEDIS_ORG_TYPE	Plan Organization Type (HEDIS)	CHAR	10	6	6	6
CMS_RGN_NAME	CMS Region Name for Plan Organization	CHAR	20	7	7	7
HEDIS_BENE_STATE_CD	State Code for Beneficiary (Postal)	CHAR	2	8	8	8
HEDIS_BENE_ZIP_CD	Beneficiary ZIP code	CHAR	5	9	9	9
HEDIS_SEX_CD2	Beneficiary Sex assigned at birth. Sex (HEDIS)	CHAR	1	10	10	10
HEDIS_BENE_DOB	Beneficiary date of birth (HEDIS)	DATE	8	11	11	11
SNP_TYPE_CD	Special Needs Plan (SNP) Type Code	NUM	3	12	12	12
AGE_DSCHRG	Age at Discharge	NUM	3	13	13	13
ADMSN_DT	Inpatient Hospital Admission Date	DATE	8	14	14	14
DSCHRG_DT	Inpatient Hospital Discharge Date	DATE	8	15	15	15
READMSN_IND	Readmission Indicator	CHAR	1	16	16	16
BASE_RISK_WT	Base Risk Weight	NUM	8	17	17	—
AGE_SEX_WT2	Age - Sex Weight	NUM	8	18	18	17
CMRBDTY_WT	Comorbidity Weight	NUM	8	19	19	18
SRGRY_WT	Surgery Weight	NUM	8	20	20	19
DSCHRG_WT	Discharge Weight	NUM	8	21	21	20
OBSRVTN_STAY_WT	Observation Stay Weight	NUM	8	—	—	21
DSCHRG_TRNSFR_SKLD_NRSNG_IND	Discharge or Transfer to Skilled Nursing Care Indictor	NUM	3	—	—	22
DSCHRG_TRNSFR_SN_AGE_SEX_WT2	Discharge or Transfer to Skilled Nursing Care Age-Sex Weight	NUM	8	—	—	23
DSCHRG_TRNSFR_SN_SRGRY_WT	Discharge or Transfer to Skilled Nursing Care Surgery Weight	NUM	8	—	—	24
DSCHRG_TRNSFR_SN_DSCHRG_WT	Discharge or Transfer to Skilled Nursing Care Discharge Weight	NUM	8	—	—	25
DSCHRG_TRNSFR_SN_CMRBDTY_WT	Discharge or Transfer to Skilled Nursing Care Comorbidity Weight	NUM	8	—	—	26
DSCHRG_TRNSFR_SN_OBSRVTN_STAY_WT	Discharge or Transfer to Skilled Nursing Care Observation Stay Weight	NUM	8	—	—	27
SES_NO_LISDE_NO_DSBLTY_IND	SES Stratification Indicator: Non-Low-Income Subsdy(LIS), Non-Dual, Nondisablity	NUM	3	—	22	28
SES_LIS_DE_IND	SES Stratification Indicator: Low-Income Subsidy (LIS) or Dual Eligible (DE)	NUM	3	—	23	29
SES_DSBLTY_IND	SES Stratification Indicator: Disability	NUM	3	—	24	30
SES_LIS_DE_DSBLTY_IND	SES Stratification Indicator: Low-Income Subsidy or Dual Eligble, and Disabled	NUM	3	—	25	31
SES_OTHR_POP_IND	SES Stratification Indicator: Other Eligible Population	NUM	3	—	26	32
SES_UNK_POP_IND	SES Stratification Indicator: Unknown Eligible Population	NUM	3	—	27	33
RFRNC_YR_HEDIS	Reference Year HEDIS	NUM	3	22	28	34
1 For all columns relating to the year of the data file, shading or '—' indicates variable is not in the file.
2In 2025, this field was renamed to sex to comply with Executive Order 14168.
