variable_id,variable_name,variable_label,definition,source,source_url,source_document,extraction_notes
monthly-part-d-plan-benefit-package-number-january,PTD_PBP_ID_01,Monthly Part D Plan Benefit Package Number - January,,resdac_variable_page,https://resdac.org/cms-data/variables/monthly-part-d-plan-benefit-package-number-january,data/raw/html/variable_page/531caa8403a4e87c5838de34443eb24f0f70c528.html,
monthly-part-d-plan-benefit-package-number-july,PTD_PBP_ID_07,Monthly Part D Plan Benefit Package Number - July,,resdac_variable_page,https://resdac.org/cms-data/variables/monthly-part-d-plan-benefit-package-number-july,data/raw/html/variable_page/15756acb1fdf4b6a69ac75ef8897dd186ae049d6.html,
monthly-part-d-plan-benefit-package-number-june,PTD_PBP_ID_06,Monthly Part D Plan Benefit Package Number - June,,resdac_variable_page,https://resdac.org/cms-data/variables/monthly-part-d-plan-benefit-package-number-june,data/raw/html/variable_page/0f8742072e540bf9f6d501058f229c39b41d7ddc.html,
monthly-part-d-plan-benefit-package-number-march,PTD_PBP_ID_03,Monthly Part D Plan Benefit Package Number - March,,resdac_variable_page,https://resdac.org/cms-data/variables/monthly-part-d-plan-benefit-package-number-march,data/raw/html/variable_page/d99009ed2655a9225faa1a06121a1065b197144f.html,
monthly-part-d-plan-benefit-package-number-may,PTD_PBP_ID_05,Monthly Part D Plan Benefit Package Number - May,,resdac_variable_page,https://resdac.org/cms-data/variables/monthly-part-d-plan-benefit-package-number-may,data/raw/html/variable_page/e60e7508421476b393e9434a45235f2e8bfc1ea5.html,
monthly-part-d-plan-benefit-package-number-november,PTD_PBP_ID_11,Monthly Part D Plan Benefit Package Number - November,,resdac_variable_page,https://resdac.org/cms-data/variables/monthly-part-d-plan-benefit-package-number-november,data/raw/html/variable_page/c6a9b7ab4ab4529b8f7f21ec8c56ed24919e1fb9.html,
monthly-part-d-plan-benefit-package-number-october,PTD_PBP_ID_10,Monthly Part D Plan Benefit Package Number - October,,resdac_variable_page,https://resdac.org/cms-data/variables/monthly-part-d-plan-benefit-package-number-october,data/raw/html/variable_page/e314b846177788843fe591cea108b64644eeec5b.html,
monthly-part-d-plan-benefit-package-number-september,PTD_PBP_ID_09,Monthly Part D Plan Benefit Package Number - September,,resdac_variable_page,https://resdac.org/cms-data/variables/monthly-part-d-plan-benefit-package-number-september,data/raw/html/variable_page/746650e36a0d0b8f9036562e39ed3392bd3d98f3.html,
months-alive,ALIVE_MOS,Months Alive,,resdac_variable_page,https://resdac.org/cms-data/variables/months-alive,data/raw/html/variable_page/ffa0b4174448a636d5c1a636c2871035dd72fd41.html,
months-dual-eligibility,DUAL_ELGBL_MONS,Months of Dual Eligibility,,resdac_variable_page,https://resdac.org/cms-data/variables/months-dual-eligibility,data/raw/html/variable_page/13fdfc4b453dc0cc9c33e3698302004837dcaec1.html,
months-part-d-coverage,PTD_PLAN_CVRG_MONS,Months of Part D Coverage,,resdac_variable_page,https://resdac.org/cms-data/variables/months-part-d-coverage,data/raw/html/variable_page/b4e2202c208873454a8b21ffbd5d40f41de37e9e.html,
months-retiree-drug-subsidy-coverage,RDS_CVRG_MONS,Months of Retiree Drug Subsidy Coverage,,resdac_variable_page,https://resdac.org/cms-data/variables/months-retiree-drug-subsidy-coverage,data/raw/html/variable_page/147b7534dfbb8eabc7dd437d58a222cfa19c1b7e.html,
ms-drg-grouper-version-code,MS_DRG_GRPR_VRSN_CD,MS-DRG Grouper Version Code,,resdac_variable_page,https://resdac.org/cms-data/variables/ms-drg-grouper-version-code,data/raw/html/variable_page/a5e776b7d7fefb06e8e5a515fe764423fadfaf4c.html,
msis-type-program-top,MSIS_TOP,MSIS Type of Program (TOP),,resdac_variable_page,https://resdac.org/cms-data/variables/msis-type-program-top,data/raw/html/variable_page/1fa4cc1ed25fd77bfefa61fe8556f6ef5f2cfdc9.html,
msis-type-service-tos,MSIS_TOS,MSIS Type of Service (TOS),,resdac_variable_page,https://resdac.org/cms-data/variables/msis-type-service-tos,data/raw/html/variable_page/71f407cb51567550c47bde7f736819aa4feec1ee.html,
mspb-all-other-service-costs,COST_OTHER,MSPB all other service costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-all-other-service-costs,data/raw/html/variable_page/52f39e64d8811a5bcd0cc904fce2e7d17f506ba6.html,
mspb-ambulance-costs,COST_AMBULANCE,MSPB ambulance costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-ambulance-costs,data/raw/html/variable_page/d0124cf6d275f0d96578c05d7746c76ea4119f36.html,
mspb-ancillary-imaging-costs,COST_ANCILLARY_IMAGING,MSPB ancillary imaging costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-ancillary-imaging-costs,data/raw/html/variable_page/1bc8aaab9ca8171bb044cdbdecd502afba11915e.html,
mspb-ancillary-lab-pathology-and-other-test-costs,COST_ANCILLARY_TESTS,"MSPB ancillary lab, pathology, and other test costs",,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-ancillary-lab-pathology-and-other-test-costs,data/raw/html/variable_page/cc90ba18c7212a0b581d5f6ee6061211d1e3fdae.html,
mspb-chemotherapy-and-part-b-drug-costs,COST_CHEMO_PART_B,MSPB chemotherapy and Part B drug costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-chemotherapy-and-part-b-drug-costs,data/raw/html/variable_page/5a5cfc1a1cbed3ca76469af5de6a9ed4f6c0f177.html,
mspb-dialysis-costs,COST_DIALYSIS,MSPB dialysis costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-dialysis-costs,data/raw/html/variable_page/2f0378c5084bc687541328f1126e81c94d4dee1a.html,
mspb-durable-medical-equipment-costs,COST_DME,MSPB durable medical equipment costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-durable-medical-equipment-costs,data/raw/html/variable_page/ddcdc62d532aea46db9d081f27758c6f99ecd9d8.html,
mspb-e-and-m-costs-er-setting,COST_ER_VISITS,MSPB E and M costs in an ER setting,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-e-and-m-costs-er-setting,data/raw/html/variable_page/9af2571e5e3df696df636cd39d081704cbd434ef.html,
mspb-e-and-m-service-costs,COST_EM,MSPB E and M service costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-e-and-m-service-costs,data/raw/html/variable_page/05a4ada6959bd18c142d3be17086b6f98a0caca5.html,
mspb-eligible-professional-services-billed-other-practices-during,COST_OTHGRP_HOSP,MSPB eligible professional services billed by other practices during hospitalization,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-eligible-professional-services-billed-other-practices-during,data/raw/html/variable_page/2589909fc3a361e81b4ed159001d01b7fe1ca4cd.html,
mspb-eligible-professional-services-billed-practice-during-hospitalization,COST_INGRP_HOSP,MSPB eligible professional services billed by practice during hospitalization,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-eligible-professional-services-billed-practice-during-hospitalization,data/raw/html/variable_page/4487169d66c97b7c248f19caf9e390ab9db86497.html,
mspb-home-health-costs,COST_HH,MSPB home health costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-home-health-costs,data/raw/html/variable_page/406d921f18f4a8366fa1f396e439b66f943a7995.html,
mspb-hospice-costs,COST_HOSPICE,MSPB hospice costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-hospice-costs,data/raw/html/variable_page/128fc31135f4359d0cfb693a3b35868d3390de60.html,
mspb-imaging-costs-er-setting,COST_ER_IMAGING,MSPB imaging costs in an ER setting,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-imaging-costs-er-setting,data/raw/html/variable_page/615db15112d928b930f16ed174e313a15b687e21.html,
mspb-inpatient-costs-incurred-during-hospitalization,COST_IP_TRIGGER,MSPB inpatient costs incurred during hospitalization,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-inpatient-costs-incurred-during-hospitalization,data/raw/html/variable_page/72f69508799cfbb4ab20bd2ee947d19274d2ef52.html,
mspb-inpatient-costs-incurred-readmission-after-hospitalization-within-30-days,COST_IP_READMIT,MSPB inpatient costs incurred in a readmission after hospitalization within 30 days of discharge,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-inpatient-costs-incurred-readmission-after-hospitalization-within-30-days,data/raw/html/variable_page/fa37859de4047a5a2d747eb677e1314f61139036.html,
mspb-inpatient-rehabilitation-or-long-term-care-hospital-costs,COST_REHAB_LTCH,MSPB inpatient rehabilitation or long-term care hospital costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-inpatient-rehabilitation-or-long-term-care-hospital-costs,data/raw/html/variable_page/02e653505cd84e17f334de17c819dbbf5a34ddee.html,
mspb-lab-pathology-and-other-test-costs-er-setting,COST_ER_TESTS,"MSPB lab, pathology, and other test costs in an ER setting",,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-lab-pathology-and-other-test-costs-er-setting,data/raw/html/variable_page/a0b53b0462e7293d7f357f35c91a5647f1587d92.html,
mspb-major-procedure-and-anesthesia-costs,COST_MAJOR_PROCS_ANESTHESIA,MSPB major procedure and anesthesia costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-major-procedure-and-anesthesia-costs,data/raw/html/variable_page/05a85010d1e2ccda4e52f6df1d96d6ec7d693d7e.html,
mspb-minor-procedure-and-ambulatory-service-costs,COST_MINOR_PROCS_AMBULATORY,MSPB minor procedure and ambulatory service costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-minor-procedure-and-ambulatory-service-costs,data/raw/html/variable_page/5be5795ad2737ba53970fe3e48e1b4ab2411a24c.html,
mspb-other-physician-or-supplier-part-b-services-billed-during-any,COST_PRTB_HOSP,MSPB other physician or supplier Part B services billed during any hospitalization,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-other-physician-or-supplier-part-b-services-billed-during-any,data/raw/html/variable_page/a9d076eb0f0e96eecf0f749bb0523e83f9ffcac8.html,
mspb-outpatient-physical-occupational-or-speech-and-language-pathology-therapy,COST_OP_THERAPY,"MSPB outpatient physical, occupational, or speech and language pathology therapy costs",,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-outpatient-physical-occupational-or-speech-and-language-pathology-therapy,data/raw/html/variable_page/f8c2214663dff53fced5f8edfb47df3f6bc4e143.html,
mspb-procedure-costs-er-setting,COST_ER_PROCS,MSPB procedure costs in an ER setting,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-procedure-costs-er-setting,data/raw/html/variable_page/5de9e987afd083bf6c8ec513f0529504c9552c90.html,
mspb-skilled-nursing-costs,COST_SN,MSPB skilled nursing costs,,resdac_variable_page,https://resdac.org/cms-data/variables/mspb-skilled-nursing-costs,data/raw/html/variable_page/7ca1388a310426b7f02470c83262e81e00b95428.html,
multi-or-single-specialty-group-taxonomy-indicator-ever-calendar-year,MLT_SNGL_SPCLTY_GRP_TXNMY_IND,Multi- or Single-Specialty Group Taxonomy Indicator — Ever in Calendar Year,,resdac_variable_page,https://resdac.org/cms-data/variables/multi-or-single-specialty-group-taxonomy-indicator-ever-calendar-year,data/raw/html/variable_page/42f4acdd86c9ce18de14d0bc865d73236f459b9e.html,
multiple-sclerosis-and-transverse-myelitis-end-year-indicator-medicare-only,MULSCL_MEDICARE,Multiple Sclerosis and Transverse Myelitis End-of-Year Indicator - Medicare Only Claims,,resdac_variable_page,https://resdac.org/cms-data/variables/multiple-sclerosis-and-transverse-myelitis-end-year-indicator-medicare-only,data/raw/html/variable_page/cec4d173f9620a2b63f4915fcd56155ae2e09271.html,
multiple-sclerosis-and-transverse-myelitis-first-ever-occurrence-date-medicare,MULSCL_MEDICARE_EVER,Multiple Sclerosis and Transverse Myelitis First Ever Occurrence Date - Medicare Only Claims,,resdac_variable_page,https://resdac.org/cms-data/variables/multiple-sclerosis-and-transverse-myelitis-first-ever-occurrence-date-medicare,data/raw/html/variable_page/9143a116b7e376f5a808fbded6d1c7e638faf508.html,
multiple-sclerosis-and-transverse-myelitis-indicator-combined-data,MULSCL_COMBINED,Multiple Sclerosis and Transverse Myelitis Indicator - Combined Data,,resdac_variable_page,https://resdac.org/cms-data/variables/multiple-sclerosis-and-transverse-myelitis-indicator-combined-data,data/raw/html/variable_page/7d9bd37a3c8c5e7ae0941a683155fca609707bed.html,
multiple-sclerosis-and-transverse-myelitis-indicator-medicaid-only-data,MULSCL_MEDICAID,Multiple Sclerosis and Transverse Myelitis Indicator - Medicaid-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/multiple-sclerosis-and-transverse-myelitis-indicator-medicaid-only-data,data/raw/html/variable_page/59da54492a816a43a1ea41c113b96d69db1ce0f2.html,
multiple-sclerosis-and-transverse-myelitis-indicator-medicare-only-data,MULSCL_MEDICARE,Multiple Sclerosis and Transverse Myelitis Indicator - Medicare-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/multiple-sclerosis-and-transverse-myelitis-indicator-medicare-only-data,data/raw/html/variable_page/96e5d69589a0f487d29931d9fb5212e8b5df414a.html,
muscular-dystrophy-end-year-indicator-medicare-only-claims,MUSDYS_MEDICARE,Muscular Dystrophy End-of-Year Indicator - Medicare Only Claims,,resdac_variable_page,https://resdac.org/cms-data/variables/muscular-dystrophy-end-year-indicator-medicare-only-claims,data/raw/html/variable_page/5c02cd58feac71a8d58c74b5274e82c499b9a2c0.html,
muscular-dystrophy-first-ever-occurrence-date-medicare-only-claims,MUSDYS_MEDICARE_EVER,Muscular Dystrophy First Ever Occurrence Date - Medicare Only Claims,,resdac_variable_page,https://resdac.org/cms-data/variables/muscular-dystrophy-first-ever-occurrence-date-medicare-only-claims,data/raw/html/variable_page/b289a744ca6aa28cd941276212df8f0e66e3ecc2.html,
muscular-dystrophy-indicator-combined-data,MUSDYS_COMBINED,Muscular Dystrophy Indicator - Combined Data,,resdac_variable_page,https://resdac.org/cms-data/variables/muscular-dystrophy-indicator-combined-data,data/raw/html/variable_page/663f2f7652e3b3272a71b4909a72bf1ca9ef55e9.html,
muscular-dystrophy-indicator-medicaid-only-data,MUSDYS_MEDICARE,Muscular Dystrophy Indicator - Medicaid-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/muscular-dystrophy-indicator-medicaid-only-data,data/raw/html/variable_page/d9cf0155218fb31b263a0c470b213e5c5fb53d7c.html,
muscular-dystrophy-indicator-medicare-only-data,MUSDYS_MEDICAID,Muscular Dystrophy Indicator - Medicare-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/muscular-dystrophy-indicator-medicare-only-data,data/raw/html/variable_page/252778e663f68ecdafdf0baac7f43825124aa7a5.html,
name-ep-billing-most-non-primary-care-services-outside-practice,NAME_NPI_OUT_NON,Name of EP billing most non primary care services outside practice,,resdac_variable_page,https://resdac.org/cms-data/variables/name-ep-billing-most-non-primary-care-services-outside-practice,data/raw/html/variable_page/0b100fc775d3a47acdc4936463b48241158270e5.html,
name-ep-billing-most-non-primary-care-services-practice,NAME_NPI_IN_NON,Name of EP billing most non primary care services in practice,,resdac_variable_page,https://resdac.org/cms-data/variables/name-ep-billing-most-non-primary-care-services-practice,data/raw/html/variable_page/95cc2b4f2c9ccfbadfb70c2e7b66541b634cd247.html,
name-ep-billing-most-primary-care-services-outside-practice,NAME_NPI_OUT_PRIM,Name of EP billing most primary care services outside practice,,resdac_variable_page,https://resdac.org/cms-data/variables/name-ep-billing-most-primary-care-services-outside-practice,data/raw/html/variable_page/308ca657b2f412858505ce0eb9d68321d585dab6.html,
name-ep-billing-most-primary-care-services-practice,NAME_NPI_IN_PRIM,Name of EP billing most primary care services in practice,,resdac_variable_page,https://resdac.org/cms-data/variables/name-ep-billing-most-primary-care-services-practice,data/raw/html/variable_page/e6585f250c08951d037a6988489a6f3239f5fd6f.html,
name-ep-plurality-cost-mspb,LEAD_NPI_NAME,Name of EP with plurality of cost for MSPB,,resdac_variable_page,https://resdac.org/cms-data/variables/name-ep-plurality-cost-mspb,data/raw/html/variable_page/24b005d837359e5b6d36dab8ee052fd9bdef9f1d.html,
name-facility,PRVDR_NAME,Name of Facility,,resdac_variable_page,https://resdac.org/cms-data/variables/name-facility,data/raw/html/variable_page/3d36242a435bfc6767909b32794a94cf410c821d.html,
name-hospital-which-hospitalization-occurred,HOSP_NAME,Name of hospital at which hospitalization occurred,,resdac_variable_page,https://resdac.org/cms-data/variables/name-hospital-which-hospitalization-occurred,data/raw/html/variable_page/3e2401091c2523ada4b4c812c832f6dbc946ed6e.html,
name-practice,PRACTICE_NAME,Name of Practice,,resdac_variable_page,https://resdac.org/cms-data/variables/name-practice,data/raw/html/variable_page/130a28274e9460ec54be52a1392fb4d8c4010f30.html,
name-provider,PRVDR_NAME,Name of Provider,,resdac_variable_page,https://resdac.org/cms-data/variables/name-provider,data/raw/html/variable_page/a7461cf31352c5b22c7b73f12b04643270a85793.html,
name-provider-associated-npi,NPI_NAME,Name of Provider Associated with the NPI,,resdac_variable_page,https://resdac.org/cms-data/variables/name-provider-associated-npi,data/raw/html/variable_page/87d8b7b9fb44b57189434427017fb515ce176c55.html,
name-tin,ORG_NAME,Name of the TIN,,resdac_variable_page,https://resdac.org/cms-data/variables/name-tin,data/raw/html/variable_page/6b7037627162ca056e5df3da31330253a989ce0a.html,
national-drug-code,,National Drug Code,,resdac_variable_page,https://resdac.org/cms-data/variables/national-drug-code,data/raw/html/variable_page/451ed2242151a6b1e9e6e87fa2e20611d4b7261c.html,variable name not found on page
national-drug-code-ndc,,National Drug Code (NDC),,resdac_variable_page,https://resdac.org/cms-data/variables/national-drug-code-ndc,data/raw/html/variable_page/449c99ede9b1b41c44f214aa4302bab2ca2b73aa.html,variable name not found on page
national-provider-identifier-max,,National Provider Identifier (MAX),,resdac_variable_page,https://resdac.org/cms-data/variables/national-provider-identifier-max,data/raw/html/variable_page/43741c53e9aa97781ea989b03830826e52905019.html,variable name not found on page
national-provider-identifier-npi-organization,ORG_NPI,National Provider Identifier (NPI) for Organization,,resdac_variable_page,https://resdac.org/cms-data/variables/national-provider-identifier-npi-organization,data/raw/html/variable_page/1ca9712c608750df9b34f4c99b9d25413573d66c.html,
national-provider-identifier-npi-practitioner,,National Provider Identifier (NPI) for practitioner,,resdac_variable_page,https://resdac.org/cms-data/variables/national-provider-identifier-npi-practitioner,data/raw/html/variable_page/c02f3a06962fd3f2bd567b1e455a383cde6136b0.html,variable name not found on page
navigated-core-hrsn-food-attempts-reach-failed,NN_CORE_FOOD_CNTCT_FAIL_SW,Navigated Core HRSN Food Attempts to Reach Failed,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-food-attempts-reach-failed,data/raw/html/variable_page/491b25793c2241bfa4702b159aa4d0649f05e396.html,
navigated-core-hrsn-food-community-service-provider-unable-help,NN_CORE_FOOD_CSP_UNAVBL_SW,Navigated Core HRSN Food Community Service Provider Unable to Help,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-food-community-service-provider-unable-help,data/raw/html/variable_page/0d3e6bf811e58cb36fd10a5fa033da18282e3c19.html,
navigated-core-hrsn-food-connected-community-service-provider,NN_CORE_FOOD_CNCT_CSP_SW,Navigated Core HRSN Food Connected to Community Service Provider,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-food-connected-community-service-provider,data/raw/html/variable_page/13eed81577c842a6388e637bb45c67bdb4d6df53.html,
navigated-core-hrsn-food-indicator,NN_NVGTD_CORE_FOOD_SW,Navigated Core HRSN Food Indicator,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-food-indicator,data/raw/html/variable_page/840912b12b085952f295b2eceac47f7768494cb3.html,
navigated-core-hrsn-food-opted-out,NN_CORE_FOOD_OPTOUT_SW,Navigated Core HRSN Food Opted Out,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-food-opted-out,data/raw/html/variable_page/4c492ce4e9b4542192f1326a8f9d2cbd89931414.html,
navigated-core-hrsn-food-outcome-unknown,NN_CORE_FOOD_OUTCM_UNK_SW,Navigated Core HRSN Food Outcome Unknown,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-food-outcome-unknown,data/raw/html/variable_page/26e487290757357605706dc8070df6ffe513ec97.html,
navigated-core-hrsn-food-resolved,NN_CORE_FOOD_RSLVD_SW,Navigated Core HRSN Food Resolved,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-food-resolved,data/raw/html/variable_page/1ac7d44579eb8944afcc36a68c12f6e42d8c42bf.html,
navigated-core-hrsn-housing-attempts-reach-failed,NN_CORE_HOUSNG_CNTCT_FAIL_SW,Navigated Core HRSN Housing Attempts to Reach Failed,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-housing-attempts-reach-failed,data/raw/html/variable_page/fe9e37f78f0555a57a7d905ecec9819d9c125ae2.html,
navigated-core-hrsn-housing-community-service-provider-unable-help,NN_CORE_HOUSNG_CSP_UNAVBL_SW,Navigated Core HRSN Housing Community Service Provider Unable to Help,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-housing-community-service-provider-unable-help,data/raw/html/variable_page/de59f9bebf6344ca52dc0a8e58eba32a459d5375.html,
navigated-core-hrsn-housing-connected-community-service-provider,NN_CORE_HOUSNG_CNCT_CSP_SW,Navigated Core HRSN Housing Connected to Community Service Provider,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-housing-connected-community-service-provider,data/raw/html/variable_page/f4dd4b4bc8cdde5b358d7487959a2e67d520f98f.html,
navigated-core-hrsn-housing-indicator,NN_NVGTD_CORE_HOUSNG_SW,Navigated Core HRSN Housing Indicator,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-housing-indicator,data/raw/html/variable_page/448a25f3171890f206eb508d5a2fca773a8701c3.html,
navigated-core-hrsn-housing-opted-out,NN_CORE_HOUSNG_OPTOUT_SW,Navigated Core HRSN Housing Opted Out,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-housing-opted-out,data/raw/html/variable_page/ee7da4ea3f966b0e326041a6b27b6d0148a30fe8.html,
navigated-core-hrsn-housing-outcome-unknown,NN_CORE_HOUSNG_OUTCM_UNK_SW,Navigated Core HRSN Housing Outcome Unknown,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-housing-outcome-unknown,data/raw/html/variable_page/45ce020f484c1489a8371ee99ab771ed743f5365.html,
navigated-core-hrsn-housing-resolved,NN_CORE_HOUSNG_RSLVD_SW,Navigated Core HRSN Housing Resolved,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-housing-resolved,data/raw/html/variable_page/bdb138dab00c8ab39f7ae2ea61a672303f7381e1.html,
navigated-core-hrsn-safety-attempts-reach-failed,NN_CORE_SFTY_CNTCT_FAIL_SW,Navigated Core HRSN Safety Attempts to Reach Failed,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-safety-attempts-reach-failed,data/raw/html/variable_page/a88691a26d998a6ad9a8db8b0666426ba6c2437e.html,
navigated-core-hrsn-safety-community-service-provider-unable-help,NN_CORE_SFTY_CSP_UNAVBL_SW,Navigated Core HRSN Safety Community Service Provider Unable to Help,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-safety-community-service-provider-unable-help,data/raw/html/variable_page/4eede161dd4c027081d8c5bd7e33087253013078.html,
navigated-core-hrsn-safety-connected-community-service-provider,NN_CORE_SFTY_CNCT_CSP_SW,Navigated Core HRSN Safety Connected to Community Service Provider,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-safety-connected-community-service-provider,data/raw/html/variable_page/0de2ba6bce37cf34592c14add802520c77d35706.html,
navigated-core-hrsn-safety-indicator,NN_NVGTD_CORE_SFTY_SW,Navigated Core HRSN Safety Indicator,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-safety-indicator,data/raw/html/variable_page/c4095a5091208c4536d63ba98221001c133b6a76.html,
navigated-core-hrsn-safety-opted-out,NN_CORE_SFTY_OPTOUT_SW,Navigated Core HRSN Safety Opted Out,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-safety-opted-out,data/raw/html/variable_page/4fb2a336e210884f8456c21b8cbd796bb45b3daa.html,
navigated-core-hrsn-safety-outcome-unknown,NN_CORE_SFTY_OUTCM_UNK_SW,Navigated Core HRSN Safety Outcome Unknown,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-safety-outcome-unknown,data/raw/html/variable_page/900ce9ec3547d54250d0c87739d2d93d5d33bcae.html,
navigated-core-hrsn-safety-resolved,NN_CORE_SFTY_RSLVD_SW,Navigated Core HRSN Safety Resolved,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-safety-resolved,data/raw/html/variable_page/46f283006a13f5e212eda538b4c09759a8fd0540.html,
navigated-core-hrsn-transportation-attempts-reach-failed,NN_CORE_TRNSPRTN_CNTCT_FAIL_SW,Navigated Core HRSN Transportation Attempts to Reach Failed,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-transportation-attempts-reach-failed,data/raw/html/variable_page/66e86028cebf8a297bc8465298ac0239f4ba0eb3.html,
navigated-core-hrsn-transportation-community-service-provider-unable-help,NN_CORE_TRNSPRTN_CSP_UNAVBL_SW,Navigated Core HRSN Transportation Community Service Provider Unable to Help,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-transportation-community-service-provider-unable-help,data/raw/html/variable_page/a45dfa43ac9fa582ad325cbf4554bb18bac1c62c.html,
navigated-core-hrsn-transportation-connected-community-service-provider,NN_CORE_TRNSPRTN_CNCT_CSP_SW,Navigated Core HRSN Transportation Connected to Community Service Provider,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-transportation-connected-community-service-provider,data/raw/html/variable_page/882909975f5c1f1a9029dda87c7a59535c47116b.html,
navigated-core-hrsn-transportation-indicator,NN_NVGTD_CORE_TRNSPRTN_SW,Navigated Core HRSN Transportation Indicator,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-transportation-indicator,data/raw/html/variable_page/7bed125a60fdbf76499f23eb638696579c663754.html,
navigated-core-hrsn-transportation-opted-out,NN_CORE_TRNSPRTN_OPTOUT_SW,Navigated Core HRSN Transportation Opted Out,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-transportation-opted-out,data/raw/html/variable_page/9628a998ea2bc88fdfd4e0c5371ef85ccaf32d18.html,
navigated-core-hrsn-transportation-outcome-unknown,NN_CORE_TRNSPRTN_OUTCM_UNK_SW,Navigated Core HRSN Transportation Outcome Unknown,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-transportation-outcome-unknown,data/raw/html/variable_page/26eb2a28d2a6a75d9ff0def2ed5b039ae45404b2.html,
navigated-core-hrsn-transportation-resolved,NN_CORE_TRNSPRTN_RSLVD_SW,Navigated Core HRSN Transportation Resolved,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-transportation-resolved,data/raw/html/variable_page/194873a7fcaba6aa12333bcb50fc1190c27e996f.html,
navigated-core-hrsn-utilities-attempts-reach-failed,NN_CORE_UTILITIES_CNTCT_FAIL_SW,Navigated Core HRSN Utilities Attempts to Reach Failed,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-utilities-attempts-reach-failed,data/raw/html/variable_page/b0a703540e47f8bacaa955d192e701d026055744.html,
navigated-core-hrsn-utilities-community-service-provider-unable-help,NN_CORE_UTILITIES_CSP_UNAVBL_SW,Navigated Core HRSN Utilities Community Service Provider Unable to Help,,resdac_variable_page,https://resdac.org/cms-data/variables/navigated-core-hrsn-utilities-community-service-provider-unable-help,data/raw/html/variable_page/501f3397623b5be07737e32dc571ed4e040f3c0e.html,
